,location,eventType,dt,event_name,event_date,dates
780,E 27TH STREET & CHURCH STREET,Flooded street,2016-07-19 20:12:53,Thunderstorm-2016-07-19,2016-07-19,2016-07-19
781,COLONIAL AVENUE & W 26TH STREET,Flooded street,2016-07-19 20:37:28,Thunderstorm-2016-07-19,2016-07-19,2016-07-19
782,COLLEY AVENUE & W 26TH STREET,Flooded street,2016-07-19 20:38:37,Thunderstorm-2016-07-19,2016-07-19,2016-07-19
783,BOUSH STREET & W OLNEY ROAD,Flooded street,2016-07-19 20:47:08,Thunderstorm-2016-07-19,2016-07-19,2016-07-19
784,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Flooded street,2016-07-19 23:25:10,Thunderstorm-2016-07-19,2016-07-19,2016-07-19
785,200 BLOCK OF SHIRLEY AVENUE,Flooded street,2016-07-20 13:44:09,unnamed-2016-07-20,2016-07-20,2016-07-20
786,2205 MCKANN AVENUE,Flooded street,2016-07-25 13:20:41,Bernie (Training)-2016-07-25,2016-07-25,2016-07-25
787,QUEENS WAY & SHIRLEY AVENUE,Flooded street,2016-07-25 13:23:26,Bernie (Training)-2016-07-25,2016-07-25,2016-07-25
788,HAMPTON BOULEVARD & JAMESTOWN CRESCENT,Flooded street,2016-07-30 14:59:56,Thunderstorm-2016-07-30,2016-07-30,2016-07-30
789,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,Flooded street,2016-07-30 15:24:12,Thunderstorm-2016-07-30,2016-07-30,2016-07-30
790,ARMISTEAD AVENUE & E PRINCESS ANNE ROAD,Flooded street,2016-07-30 15:43:48,Thunderstorm-2016-07-30,2016-07-30,2016-07-30
791,COLLEY AVENUE & W 21ST STREET,Flooded street,2016-07-30 15:54:11,Thunderstorm-2016-07-30,2016-07-30,2016-07-30
792,E BAYVIEW BOULEVARD & STURGIS ROAD,Flooded street,2016-07-31 18:28:22,Thunderstorm-2016-07-31,2016-07-31,2016-07-31
793,1600 BLOCK OF NORVIEW AVENUE,Flooded street,2016-07-31 18:43:58,Thunderstorm-2016-07-31,2016-07-31,2016-07-31
794,CHESAPEAKE BOULEVARD & JOHNSTONS ROAD,Flooded street,2016-07-31 18:46:43,Thunderstorm-2016-07-31,2016-07-31,2016-07-31
795,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Flooded street,2016-07-31 18:59:48,Thunderstorm-2016-07-31,2016-07-31,2016-07-31
796,7400 BLOCK OF TIDEWATER DRIVE,Flooded street,2016-07-31 19:11:55,Thunderstorm-2016-07-31,2016-07-31,2016-07-31
797,4TH VIEW STREET & W OCEAN VIEW AVENUE,Flooded street,2016-07-31 19:32:03,Thunderstorm-2016-07-31,2016-07-31,2016-07-31
798,DOMINION AVENUE & MONA AVENUE,Flooded street,2016-07-31 19:43:46,Thunderstorm-2016-07-31,2016-07-31,2016-07-31
799,HAMPTON BOULEVARD & TERMINAL BOULEVARD,Flooded street,2016-07-31 20:34:44,Thunderstorm-2016-07-31,2016-07-31,2016-07-31
800,AZALEA GARDEN ROAD & E PRINCESS ANNE ROAD,Flooded street,2016-08-02 14:10:20,unnamed-2016-07-30,2016-07-30,2016-08-02
801,BOLLING AVENUE & HAMPTON BOULEVARD,Flooded street,2016-08-02 14:10:45,unnamed-2016-07-30,2016-07-30,2016-08-02
802,BOTETOURT GARDENS & W PRINCESS ANNE ROAD,Flooded street,2016-08-02 14:34:09,unnamed-2016-07-30,2016-07-30,2016-08-02
803,E BRAMBLETON AVENUE & SAINT PAULS BOULEVARD,Flooded street,2016-08-02 14:41:59,unnamed-2016-07-30,2016-07-30,2016-08-02
804,8000 WESTCLIFF DRIVE,Flooded street,2016-08-31 09:56:25,unnamed-2016-07-30,2016-07-30,2016-08-31
805,426 GRANBY STREET,Flooded street,2016-08-31 09:57:43,unnamed-2016-07-30,2016-07-30,2016-08-31
806,426 GRANBY STREET,Flooded Underpass,2016-08-31 09:57:43,unnamed-2016-07-30,2016-07-30,2016-08-31
807,4002 GRANBY STREET,Flooded street,2016-08-31 09:57:46,unnamed-2016-07-30,2016-07-30,2016-08-31
808,800 BLOCK OF ALMA DRIVE,Flooded street,2016-08-31 09:57:49,unnamed-2016-07-30,2016-07-30,2016-08-31
809,4TH VIEW STREET & W OCEAN VIEW AVENUE,Flooded street,2016-09-03 03:21:21,HERMINE-2016-09-02,2016-09-02,2016-09-03
810,CORPREW AVENUE & PARK AVENUE,Flooded street,2016-09-03 04:55:30,HERMINE-2016-09-02,2016-09-02,2016-09-03
811,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,Flooded street,2016-09-03 04:55:58,HERMINE-2016-09-02,2016-09-02,2016-09-03
812,1700 BLOCK OF MONTICELLO AVENUE,Flooded street,2016-09-03 05:04:02,HERMINE-2016-09-02,2016-09-02,2016-09-03
813,1800 BLOCK OF E BRAMBLETON AVENUE,Flooded street,2016-09-03 05:42:35,HERMINE-2016-09-02,2016-09-02,2016-09-03
814,E PRINCESS ANNE ROAD & INGLESIDE ROAD,Flooded street,2016-09-03 07:03:04,HERMINE-2016-09-02,2016-09-02,2016-09-03
815,900 BAGNALL ROAD,Flooded street,2016-09-03 08:26:51,HERMINE-2016-09-02,2016-09-02,2016-09-03
816,7000 BLOCK OF HAMPTON BOULEVARD,Flooded street,2016-09-03 08:54:54,HERMINE-2016-09-02,2016-09-02,2016-09-03
817,6000 BLOCK OF HAMPTON BOULEVARD,Flooded street,2016-09-03 10:43:40,HERMINE-2016-09-02,2016-09-02,2016-09-03
818,E VIRGINIA BEACH BOULEVARD & MONTICELLO AVENUE,Flooded street,2016-09-03 11:32:12,HERMINE-2016-09-02,2016-09-02,2016-09-03
819,I-264E HIGHWAY & TIDEWATER DRIVE,Flooded street,2016-09-03 11:33:51,HERMINE-2016-09-02,2016-09-02,2016-09-03
820,TIDEWATER DRIVE & I-264W HIGHWAY,Flooded street,2016-09-03 11:34:31,HERMINE-2016-09-02,2016-09-02,2016-09-03
821,100 BLOCK OF MEMORIAL PLACE,Flooded street,2016-09-03 12:37:53,HERMINE-2016-09-02,2016-09-02,2016-09-03
822,700 BLOCK OF MOWBRAY ARCH,Flooded street,2016-09-03 12:39:48,HERMINE-2016-09-02,2016-09-02,2016-09-03
823,700 BLOCK OF BOTETOURT STREET,Flooded street,2016-09-03 12:41:32,HERMINE-2016-09-02,2016-09-02,2016-09-03
824,DRUMMOND PLACE & MOWBRAY ARCH,Flooded street,2016-09-03 12:42:05,HERMINE-2016-09-02,2016-09-02,2016-09-03
825,MILL STREET & MOWBRAY ARCH,Flooded street,2016-09-03 12:43:09,HERMINE-2016-09-02,2016-09-02,2016-09-03
826,500 BLOCK OF MOWBRAY ARCH,Flooded street,2016-09-03 12:50:29,HERMINE-2016-09-02,2016-09-02,2016-09-03
827,FAIRFAX AVENUE & MOWBRAY ARCH,Flooded street,2016-09-03 12:52:01,HERMINE-2016-09-02,2016-09-02,2016-09-03
828,600 BLOCK OF MOWBRAY ARCH,Flooded street,2016-09-03 12:53:10,HERMINE-2016-09-02,2016-09-02,2016-09-03
829,MOWBRAY ARCH & PEMBROKE AVENUE,Flooded street,2016-09-03 12:54:16,HERMINE-2016-09-02,2016-09-02,2016-09-03
830,601 PEMBROKE AVENUE,Flooded street,2016-09-03 12:54:57,HERMINE-2016-09-02,2016-09-02,2016-09-03
831,MOWBRAY ARCH & W OLNEY ROAD,Flooded street,2016-09-03 12:58:44,HERMINE-2016-09-02,2016-09-02,2016-09-03
832,100 BLOCK OF W OLNEY ROAD,Flooded street,2016-09-03 13:06:25,HERMINE-2016-09-02,2016-09-02,2016-09-03
833,200 BLOCK OF W OLNEY ROAD,Flooded street,2016-09-03 13:06:49,HERMINE-2016-09-02,2016-09-02,2016-09-03
834,300 BLOCK OF W OLNEY ROAD,Flooded street,2016-09-03 13:07:24,HERMINE-2016-09-02,2016-09-02,2016-09-03
835,MAGAZINE LANE & W OLNEY ROAD,Flooded street,2016-09-03 13:10:26,HERMINE-2016-09-02,2016-09-02,2016-09-03
836,BOUSH STREET & W OLNEY ROAD,Flooded street,2016-09-03 13:11:13,HERMINE-2016-09-02,2016-09-02,2016-09-03
837,W OLNEY ROAD & VOSS STREET,Flooded street,2016-09-03 13:11:46,HERMINE-2016-09-02,2016-09-02,2016-09-03
838,W OLNEY ROAD & W WILSON AVENUE,Flooded street,2016-09-03 13:12:10,HERMINE-2016-09-02,2016-09-02,2016-09-03
839,W OLNEY ROAD & W VIRGINIA BEACH BOULEVARD,Flooded street,2016-09-03 13:13:17,HERMINE-2016-09-02,2016-09-02,2016-09-03
840,BOUSH STREET & W VIRGINIA BEACH BOULEVARD,Flooded street,2016-09-03 13:13:53,HERMINE-2016-09-02,2016-09-02,2016-09-03
841,LLEWELLYN AVENUE & W VIRGINIA BEACH BOULEVARD,Flooded street,2016-09-03 13:14:22,HERMINE-2016-09-02,2016-09-02,2016-09-03
842,GRACE STREET & MEMORIAL PLACE,Flooded street,2016-09-03 13:15:59,HERMINE-2016-09-02,2016-09-02,2016-09-03
843,CORPREW AVENUE & MADISON AVENUE,Flooded street,2016-09-03 13:16:55,HERMINE-2016-09-02,2016-09-02,2016-09-03
844,700 BLOCK OF YARMOUTH STREET,Flooded street,2016-09-03 13:16:59,HERMINE-2016-09-02,2016-09-02,2016-09-03
845,900 BLOCK OF BAGNALL ROAD,Flooded street,2016-09-03 13:17:26,HERMINE-2016-09-02,2016-09-02,2016-09-03
846,200 BLOCK OF GRACE STREET,Flooded street,2016-09-03 13:17:38,HERMINE-2016-09-02,2016-09-02,2016-09-03
847,E CHARLOTTE STREET & WALKE STREET,Flooded street,2016-09-03 22:41:22,HERMINE-2016-09-02,2016-09-02,2016-09-03
848,4100 BLOCK OF LLEWELLYN AVENUE,Flooded street,2016-09-04 23:28:08,HERMINE-2016-09-02,2016-09-02,2016-09-04
849,900 BLOCK OF E BRAMBLETON AVENUE,Flooded street,2016-09-19 16:33:27,HEAVY RAIN-2016-09-19,2016-09-19,2016-09-19
850,POPLAR HALL DRIVE & RING ROAD,Flooded street,2016-09-19 16:35:26,HEAVY RAIN-2016-09-19,2016-09-19,2016-09-19
851,AZALEA GARDEN ROAD & NORVIEW AVENUE,Flooded street,2016-09-19 16:36:15,HEAVY RAIN-2016-09-19,2016-09-19,2016-09-19
852,AZALEA GARDEN ROAD & E LITTLE CREEK ROAD,Flooded street,2016-09-19 16:37:10,HEAVY RAIN-2016-09-19,2016-09-19,2016-09-19
853,CROMWELL DRIVE & TIDEWATER DRIVE,Flooded street,2016-09-19 16:38:12,HEAVY RAIN-2016-09-19,2016-09-19,2016-09-19
854,CROMWELL DRIVE & WILLOW WOOD DRIVE,Flooded street,2016-09-19 16:39:05,HEAVY RAIN-2016-09-19,2016-09-19,2016-09-19
855,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Flooded street,2016-09-19 16:54:00,HEAVY RAIN-2016-09-19,2016-09-19,2016-09-19
856,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,Flooded street,2016-09-19 16:54:29,HEAVY RAIN-2016-09-19,2016-09-19,2016-09-19
857,BLUESTONE AVENUE & 49TH STREET,Flooded street,2016-09-19 16:55:08,HEAVY RAIN-2016-09-19,2016-09-19,2016-09-19
858,E PRINCESS ANNE ROAD & MONTICELLO AVENUE,Flooded street,2016-09-19 17:14:05,HEAVY RAIN-2016-09-19,2016-09-19,2016-09-19
859,CHESAPEAKE BOULEVARD & AVENUE J,Flooded street,2016-09-19 17:14:56,HEAVY RAIN-2016-09-19,2016-09-19,2016-09-19
860,4TH VIEW STREET & W OCEAN VIEW AVENUE,Flooded street,2016-09-21 05:12:01,unnamed-2016-09-20,2016-09-20,2016-09-21
861,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Flooded street,2016-09-21 05:13:14,unnamed-2016-09-20,2016-09-20,2016-09-21
862,E VIRGINIA BEACH BOULEVARD & DUBOSE DRIVE,Flooded street,2016-09-21 05:13:57,unnamed-2016-09-20,2016-09-20,2016-09-21
863,E 21ST STREET & MONTICELLO AVENUE,Flooded underpass,2016-09-21 05:14:32,unnamed-2016-09-20,2016-09-20,2016-09-21
864,38TH STREET & LLEWELLYN AVENUE,Flooded street,2016-09-21 05:15:03,unnamed-2016-09-20,2016-09-20,2016-09-21
865,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,Flooded street,2016-09-21 05:17:38,unnamed-2016-09-20,2016-09-20,2016-09-21
866,HAMPTON BOULEVARD & PORTER STREET,Flooded street,2016-09-21 05:28:35,unnamed-2016-09-20,2016-09-20,2016-09-21
867,11TH STREET & MONTICELLO AVENUE,Flooded street,2016-09-21 06:54:48,unnamed-2016-09-20,2016-09-20,2016-09-21
868,NORVELLA AVENUE & SEWELLS POINT ROAD,Flooded street,2016-09-21 06:55:18,unnamed-2016-09-20,2016-09-20,2016-09-21
869,6600 BLOCK OF AZALEA GARDEN ROAD,Flooded street,2016-09-21 06:56:53,unnamed-2016-09-20,2016-09-20,2016-09-21
870,1100 BLOCK OF E VIRGINIA BEACH BOULEVARD,Flooded underpass,2016-09-21 06:57:33,unnamed-2016-09-20,2016-09-20,2016-09-21
871,GARDNER DRIVE & SPRINGMEADOW BOULEVARD,Flooded street,2016-09-21 06:58:08,unnamed-2016-09-20,2016-09-20,2016-09-21
872,1300 BLOCK OF KEMPSVILLE ROAD,Flooded street,2016-09-21 07:08:01,unnamed-2016-09-20,2016-09-20,2016-09-21
873,8700 BLOCK OF HAMPTON BOULEVARD,Flooded street,2016-09-21 07:11:30,unnamed-2016-09-20,2016-09-20,2016-09-21
874,BESSIE STREET & JANET DRIVE,Flooded street,2016-09-21 07:12:07,unnamed-2016-09-20,2016-09-20,2016-09-21
875,1402 LOIS LANE,Flooded street,2016-09-21 07:25:19,unnamed-2016-09-20,2016-09-20,2016-09-21
876,GRANBY STREET & W LITTLE CREEK ROAD,Flooded street,2016-09-21 07:34:43,unnamed-2016-09-20,2016-09-20,2016-09-21
877,152 DUPRE AVENUE,Flooded street,2016-09-21 07:37:26,unnamed-2016-09-20,2016-09-20,2016-09-21
878,313 E LITTLE CREEK ROAD,Flooded street,2016-09-21 07:48:13,unnamed-2016-09-20,2016-09-20,2016-09-21
879,6437 AZALEA GARDEN ROAD,Flooded street,2016-09-21 07:56:21,unnamed-2016-09-20,2016-09-20,2016-09-21
880,1000 MONTICELLO AVENUE,Flooded street,2016-09-21 07:57:34,unnamed-2016-09-20,2016-09-20,2016-09-21
881,1700 BLOCK OF BANNING ROAD,Flooded street,2016-09-21 07:59:09,unnamed-2016-09-20,2016-09-20,2016-09-21
882,17TH STREET & MONTICELLO AVENUE,Flooded street,2016-09-21 08:02:48,unnamed-2016-09-20,2016-09-20,2016-09-21
883,KEMPSVILLE ROAD & LOWERY ROAD,Flooded street,2016-09-21 08:11:44,unnamed-2016-09-20,2016-09-20,2016-09-21
884,NORTHAMPTON BOULEVARD & USAA DRIVE,Flooded street,2016-09-21 08:12:16,unnamed-2016-09-20,2016-09-20,2016-09-21
885,6937 GARDNER DRIVE,Flooded street,2016-09-21 08:14:27,unnamed-2016-09-20,2016-09-20,2016-09-21
886,145 N ABILENE AVENUE,Flooded street,2016-09-21 08:36:47,unnamed-2016-09-20,2016-09-20,2016-09-21
887,E BALVIEW AVENUE & VINING STREET,Flooded street,2016-09-21 08:58:36,unnamed-2016-09-20,2016-09-20,2016-09-21
888,HANSON AVENUE & GOFF STREET,Flooded street,2016-09-21 08:59:29,unnamed-2016-09-20,2016-09-20,2016-09-21
889,E PRINCESS ANNE ROAD & MONTICELLO AVENUE,Flooded street,2016-09-21 09:00:18,unnamed-2016-09-20,2016-09-20,2016-09-21
890,3486 JOHNS STREET,Flooded street,2016-09-21 09:18:30,unnamed-2016-09-20,2016-09-20,2016-09-21
891,1053 DUBOSE DRIVE,Flooded street,2016-09-21 09:30:55,unnamed-2016-09-20,2016-09-20,2016-09-21
892,CALVIN AVENUE & HALPRIN DRIVE,Flooded underpass,2016-09-21 09:46:22,unnamed-2016-09-20,2016-09-20,2016-09-21
893,FISHERMANS ROAD & QUINCY STREET,Flooded street,2016-09-21 09:56:39,unnamed-2016-09-20,2016-09-20,2016-09-21
894,820 E 29TH STREET,Flooded street,2016-09-21 10:13:03,unnamed-2016-09-20,2016-09-20,2016-09-21
895,E LITTLE CREEK ROAD & FORT WORTH AVENUE,Flooded street,2016-09-21 10:43:11,unnamed-2016-09-20,2016-09-20,2016-09-21
896,2312 FAIRBANKS AVENUE,Flooded street,2016-09-21 10:53:40,unnamed-2016-09-20,2016-09-20,2016-09-21
897,CAROLINA AVENUE & MAYFLOWER ROAD,Flooded street,2016-09-21 11:05:08,unnamed-2016-09-20,2016-09-20,2016-09-21
898,E 28TH STREET & GAZEL STREET,Flooded street,2016-09-21 11:16:05,unnamed-2016-09-20,2016-09-20,2016-09-21
899,3412 HERBERT STREET,Flooded street,2016-09-21 11:27:33,unnamed-2016-09-20,2016-09-20,2016-09-21
900,1510 CRANE AVENUE,Flooded street,2016-09-21 11:31:56,unnamed-2016-09-20,2016-09-20,2016-09-21
901,6961 RIDDICK STREET,Flooded street,2016-09-21 11:46:32,unnamed-2016-09-20,2016-09-20,2016-09-21
902,3418 HUMBOLDT STREET,Flooded street,2016-09-21 12:18:28,unnamed-2016-09-20,2016-09-20,2016-09-21
903,JOHNSTONS ROAD & RED BROOK ROAD,Flooded street,2016-09-21 12:22:19,unnamed-2016-09-20,2016-09-20,2016-09-21
904,CHELSEA AVENUE & MAPLE AVENUE,Flooded street,2016-09-21 12:30:58,unnamed-2016-09-20,2016-09-20,2016-09-21
905,5371 WYNGATE DRIVE,Flooded street,2016-09-21 12:33:22,unnamed-2016-09-20,2016-09-20,2016-09-21
906,107 AMARILLO AVENUE,Flooded street,2016-09-21 12:33:52,unnamed-2016-09-20,2016-09-20,2016-09-21
907,3800 PETERSON STREET,Flooded street,2016-09-21 12:36:53,unnamed-2016-09-20,2016-09-20,2016-09-21
908,8921 HAMMETT AVENUE,Flooded street,2016-09-21 12:52:15,unnamed-2016-09-20,2016-09-20,2016-09-21
909,1742 BANNING ROAD,Flooded street,2016-09-21 13:01:43,unnamed-2016-09-20,2016-09-20,2016-09-21
910,6700 AZALEA GARDEN ROAD,Flooded street,2016-09-21 13:04:13,unnamed-2016-09-20,2016-09-20,2016-09-21
911,9400 BLOCK OF WELLS PARKWAY,Flooded street,2016-09-21 13:04:42,unnamed-2016-09-20,2016-09-20,2016-09-21
912,2312 PALMYRA STREET,Flooded street,2016-09-21 13:04:50,unnamed-2016-09-20,2016-09-20,2016-09-21
913,200 BELLAMY AVENUE,Flooded street,2016-09-21 13:04:58,unnamed-2016-09-20,2016-09-20,2016-09-21
914,200 BATTERSEA ROAD,Flooded street,2016-09-21 13:05:54,unnamed-2016-09-20,2016-09-20,2016-09-21
915,1517 SHIPP AVENUE,Flooded street,2016-09-21 13:25:47,unnamed-2016-09-20,2016-09-20,2016-09-21
916,3243 DUNKIRK AVENUE,Flooded street,2016-09-21 13:34:39,unnamed-2016-09-20,2016-09-20,2016-09-21
917,1320 SUSSEX PLACE,Flooded street,2016-09-21 13:43:32,unnamed-2016-09-20,2016-09-20,2016-09-21
918,3148 AZALEA GARDEN ROAD,Flooded street,2016-09-21 13:43:47,unnamed-2016-09-20,2016-09-20,2016-09-21
919,4740 LITTLE JOHN DRIVE,Flooded street,2016-09-21 13:46:55,unnamed-2016-09-20,2016-09-20,2016-09-21
920,8530 DEVON STREET,Flooded street,2016-09-21 13:50:48,unnamed-2016-09-20,2016-09-20,2016-09-21
921,7712 HAMPTON BOULEVARD,Flooded street,2016-09-21 13:55:05,unnamed-2016-09-20,2016-09-20,2016-09-21
922,1347 CORNWALL PLACE,Flooded street,2016-09-21 14:06:18,unnamed-2016-09-20,2016-09-20,2016-09-21
923,1540 MILTATE AVENUE,Flooded street,2016-09-21 14:12:53,unnamed-2016-09-20,2016-09-20,2016-09-21
924,7371 KIRBY CRESCENT,Flooded street,2016-09-21 14:34:12,unnamed-2016-09-20,2016-09-20,2016-09-21
925,537 FISHERMANS ROAD,Flooded street,2016-09-21 15:17:09,unnamed-2016-09-20,2016-09-20,2016-09-21
926,7929 MERRITT STREET,Flooded street,2016-09-22 08:05:30,unnamed-2016-09-20,2016-09-20,2016-09-22
927,300 TWILLEY STREET,Flooded street,2016-09-22 08:05:47,unnamed-2016-09-20,2016-09-20,2016-09-22
928,38TH STREET & PARKER AVENUE,Flooded street,2016-09-22 08:28:57,unnamed-2016-09-20,2016-09-20,2016-09-22
929,7300 BLOCK OF SHIRLAND AVENUE,Flooded street,2016-09-22 08:37:20,unnamed-2016-09-20,2016-09-20,2016-09-22
930,E BRAMBLETON AVENUE & ROSWELL AVENUE,Flooded street,2016-09-22 08:40:14,unnamed-2016-09-20,2016-09-20,2016-09-22
931,CHURCH STREET & E BRAMBLETON AVENUE,Flooded street,2016-09-22 08:41:03,unnamed-2016-09-20,2016-09-20,2016-09-22
932,HAMPTON BOULEVARD & TERMINAL BOULEVARD,Flooded street,2016-09-22 08:42:11,unnamed-2016-09-20,2016-09-20,2016-09-22
933,AZALEA GARDEN ROAD & LEAFWOOD DRIVE,Flooded street,2016-09-22 08:43:48,unnamed-2016-09-20,2016-09-20,2016-09-22
934,ARMISTEAD AVENUE & E PRINCESS ANNE ROAD,Flooded street,2016-09-22 08:45:33,unnamed-2016-09-20,2016-09-20,2016-09-22
935,HAMPTON BOULEVARD & WOODVIEW AVENUE,Flooded street,2016-09-22 08:46:24,unnamed-2016-09-20,2016-09-20,2016-09-22
936,851 NORVIEW AVENUE,Flooded street,2016-09-22 08:48:39,unnamed-2016-09-20,2016-09-20,2016-09-22
937,21ST BAY STREET & PRETTY LAKE AVENUE,Flooded street,2016-09-22 08:49:13,unnamed-2016-09-20,2016-09-20,2016-09-22
938,8711 CHESAPEAKE BOULEVARD,Flooded street,2016-09-22 08:50:07,unnamed-2016-09-20,2016-09-20,2016-09-22
939,WESTCLIFF DRIVE & DOVERCOURT ROAD,Flooded street,2016-09-22 08:50:52,unnamed-2016-09-20,2016-09-20,2016-09-22
940,E PRINCESS ANNE ROAD & INGLESIDE ROAD,Flooded street,2016-09-22 08:54:12,unnamed-2016-09-20,2016-09-20,2016-09-22
941,POWHATAN AVENUE & W 40TH STREET,Flooded street,2016-09-22 08:55:58,unnamed-2016-09-20,2016-09-20,2016-09-22
942,8511 CARLTON STREET,Flooded street,2016-09-22 09:00:57,unnamed-2016-09-20,2016-09-20,2016-09-22
943,8109 MONA AVENUE,Flooded street,2016-09-22 09:05:40,unnamed-2016-09-20,2016-09-20,2016-09-22
944,1405 RAMSEY ROAD,Flooded street,2016-09-22 09:06:58,unnamed-2016-09-20,2016-09-20,2016-09-22
945,1346 CORNWALL PLACE,Flooded street,2016-09-22 09:09:01,unnamed-2016-09-20,2016-09-20,2016-09-22
946,N MILITARY HIGHWAY & ROBIN HOOD ROAD,Flooded underpass,2016-09-22 09:12:25,unnamed-2016-09-20,2016-09-20,2016-09-22
947,894 E LITTLE CREEK ROAD,Flooded street,2016-09-22 09:22:48,unnamed-2016-09-20,2016-09-20,2016-09-22
948,327 TIDEWATER DRIVE,Flooded street,2016-09-22 09:35:05,unnamed-2016-09-20,2016-09-20,2016-09-22
949,2418 ARKANSAS AVENUE,Flooded street,2016-09-22 09:46:28,unnamed-2016-09-20,2016-09-20,2016-09-22
950,NORWAY PLACE & MAURY CRESCENT,Flooded street,2016-09-22 10:33:48,unnamed-2016-09-20,2016-09-20,2016-09-22
951,6719 PALEM ROAD,Flooded street,2016-09-22 11:29:00,unnamed-2016-09-20,2016-09-20,2016-09-22
952,2756 MARTONE ROAD,Flooded street,2016-09-22 12:56:24,unnamed-2016-09-20,2016-09-20,2016-09-22
953,3741 LAFAYETTE BOULEVARD,Flooded street,2016-09-22 13:42:56,unnamed-2016-09-20,2016-09-20,2016-09-22
954,6513 CLEMSON AVENUE,Flooded street,2016-09-22 14:19:44,unnamed-2016-09-20,2016-09-20,2016-09-22
955,1332 HILLSIDE AVENUE,Flooded street,2016-09-22 14:35:56,unnamed-2016-09-20,2016-09-20,2016-09-22
956,5207 TEXAS AVENUE,Flooded street,2016-09-22 14:44:58,unnamed-2016-09-20,2016-09-20,2016-09-22
957,5528 BAYBERRY DRIVE,Flooded street,2016-09-22 14:48:44,unnamed-2016-09-20,2016-09-20,2016-09-22
958,3200 BLOCK OF PRETTY LAKE AVENUE,Flooded street,2016-10-01 09:12:01,unnamed-2016-09-20,2016-09-20,2016-10-01
959,WATER STREET & PARK AVENUE,Flooded street,2016-10-05 12:12:12,unnamed-2016-09-20,2016-09-20,2016-10-05
960,7TH BAY STREET & PRETTY LAKE AVENUE,Flooded street,2016-10-05 13:10:37,unnamed-2016-09-20,2016-09-20,2016-10-05
961,WATER STREET & PARK AVENUE,Flooded street,2016-10-05 13:34:19,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-05
962,7TH BAY STREET & PRETTY LAKE AVENUE,Flooded street,2016-10-05 13:35:22,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-05
963,55 RADER STREET,Flooded street,2016-10-08 09:00:31,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
964,AMBLER AVENUE & AZALEA GARDEN ROAD,Flooded street,2016-10-08 16:29:38,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
965,ARCADIA STREET & SCOTT STREET,Flooded street,2016-10-08 16:32:44,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
966,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Flooded street,2016-10-08 16:35:34,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
967,RABY ROAD & SABRE ROAD,Flooded street,2016-10-08 16:38:42,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
968,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,Flooded street,2016-10-08 16:43:57,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
969,508 MOWBRAY ARCH,Flooded street,2016-10-08 17:45:40,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
970,35TH STREET & COLONIAL AVENUE,Flooded street,2016-10-08 18:02:15,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
971,E PRINCESS ANNE ROAD & MONTICELLO AVENUE,Flooded street,2016-10-08 18:09:26,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
972,900 BLOCK OF MADISON AVENUE,Flooded street,2016-10-08 18:10:24,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
973,OXFORD STREET & NEWPORT AVENUE,Flooded street,2016-10-08 18:13:52,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
974,300 BLOCK OF SHIRLEY AVENUE,Flooded street,2016-10-08 18:14:43,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
975,LLEWELLYN AVENUE & SHIRLEY AVENUE,Flooded street,2016-10-08 18:15:21,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
976,HAMPTON BOULEVARD & MAGNOLIA AVENUE,Flooded street,2016-10-08 18:33:28,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
977,COLLEY AVENUE & W 21ST STREET,Flooded underpass,2016-10-08 18:33:48,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
978,N MILITARY HIGHWAY & NORVIEW AVENUE,Flooded street,2016-10-08 18:36:33,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
979,300 BLOCK OF E LITTLE CREEK ROAD,Flooded street,2016-10-08 18:36:56,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
980,DUKE STREET & W OLNEY ROAD,Flooded street,2016-10-08 18:42:42,Hurricane Matthew-2016-10-05,2016-10-05,2016-10-08
